timestamp,date,day_of_week,hour,minute,station,direction,is_peak_hour,passenger_count
2025-10-01 09:05:00,2025-10-01,Wednesday,9,5,Andheri,Northbound,1,980
2025-10-01 09:15:00,2025-10-01,Wednesday,9,15,Marine Lines,Southbound,1,845
2025-10-01 09:15:00,2025-10-01,Wednesday,9,15,Andheri,Southbound,1,1000
2025-10-01 09:20:00,2025-10-01,Wednesday,9,20,Malad,Northbound,1,1000
2025-10-01 09:20:00,2025-10-01,Wednesday,9,20,Jogeshwari,Southbound,1,785
2025-10-01 09:30:00,2025-10-01,Wednesday,9,30,Borivali,Southbound,1,1000
2025-10-01 09:40:00,2025-10-01,Wednesday,9,40,Dahisar,Southbound,1,637
2025-10-01 10:30:00,2025-10-01,Wednesday,10,30,Bandra,Southbound,1,1000
2025-10-01 10:40:00,2025-10-01,Wednesday,10,40,Bandra,Northbound,1,1000
2025-10-01 10:45:00,2025-10-01,Wednesday,10,45,Kandivali,Northbound,1,927
2025-10-01 11:00:00,2025-10-01,Wednesday,11,0,Churchgate,Southbound,0,425
2025-10-01 11:05:00,2025-10-01,Wednesday,11,5,Grant Road,Southbound,0,298
2025-10-01 11:05:00,2025-10-01,Wednesday,11,5,Churchgate,Northbound,0,382
2025-10-01 11:10:00,2025-10-01,Wednesday,11,10,Virar,Southbound,0,434
2025-10-01 11:15:00,2025-10-01,Wednesday,11,15,Grant Road,Northbound,0,255
2025-10-01 11:30:00,2025-10-01,Wednesday,11,30,Virar,Northbound,0,429
2025-10-01 11:40:00,2025-10-01,Wednesday,11,40,Charni Road,Southbound,0,183
2025-10-01 11:40:00,2025-10-01,Wednesday,11,40,Marine Lines,Northbound,0,257
2025-10-01 11:40:00,2025-10-01,Wednesday,11,40,Jogeshwari,Southbound,0,199
2025-10-01 11:40:00,2025-10-01,Wednesday,11,40,Mumbai Central,Northbound,0,276
2025-10-01 11:45:00,2025-10-01,Wednesday,11,45,Andheri,Southbound,0,629
2025-10-01 12:00:00,2025-10-01,Wednesday,12,0,Dahisar,Southbound,0,207
2025-10-01 12:05:00,2025-10-01,Wednesday,12,5,Virar,Northbound,0,337
2025-10-01 12:10:00,2025-10-01,Wednesday,12,10,Charni Road,Southbound,0,199
2025-10-01 12:10:00,2025-10-01,Wednesday,12,10,Kandivali,Northbound,0,422
2025-10-01 12:30:00,2025-10-01,Wednesday,12,30,Andheri,Southbound,0,623
2025-10-01 12:40:00,2025-10-01,Wednesday,12,40,Grant Road,Northbound,0,228
2025-10-01 12:45:00,2025-10-01,Wednesday,12,45,Marine Lines,Northbound,0,267
2025-10-01 13:00:00,2025-10-01,Wednesday,13,0,Virar,Northbound,0,416
2025-10-01 13:05:00,2025-10-01,Wednesday,13,5,Jogeshwari,Southbound,0,102
2025-10-01 13:15:00,2025-10-01,Wednesday,13,15,Churchgate,Northbound,0,432
2025-10-01 13:20:00,2025-10-01,Wednesday,13,20,Marine Lines,Southbound,0,362
2025-10-01 13:20:00,2025-10-01,Wednesday,13,20,Churchgate,Northbound,0,566
2025-10-01 13:20:00,2025-10-01,Wednesday,13,20,Charni Road,Southbound,0,184
2025-10-01 13:40:00,2025-10-01,Wednesday,13,40,Churchgate,Southbound,0,443
2025-10-01 13:45:00,2025-10-01,Wednesday,13,45,Malad,Southbound,0,347
2025-10-01 13:50:00,2025-10-01,Wednesday,13,50,Malad,Southbound,0,344
2025-10-01 14:00:00,2025-10-01,Wednesday,14,0,Charni Road,Northbound,0,177
2025-10-01 14:05:00,2025-10-01,Wednesday,14,5,Grant Road,Northbound,0,156
2025-10-01 14:05:00,2025-10-01,Wednesday,14,5,Churchgate,Northbound,0,369
2025-10-01 14:30:00,2025-10-01,Wednesday,14,30,Charni Road,Northbound,0,174
2025-10-01 14:30:00,2025-10-01,Wednesday,14,30,Dahisar,Northbound,0,199
2025-10-01 14:30:00,2025-10-01,Wednesday,14,30,Jogeshwari,Southbound,0,117
2025-10-01 14:40:00,2025-10-01,Wednesday,14,40,Dadar,Southbound,0,526
2025-10-01 14:45:00,2025-10-01,Wednesday,14,45,Jogeshwari,Southbound,0,146
2025-10-01 14:45:00,2025-10-01,Wednesday,14,45,Churchgate,Southbound,0,407
2025-10-01 14:50:00,2025-10-01,Wednesday,14,50,Mumbai Central,Southbound,0,154
2025-10-01 15:00:00,2025-10-01,Wednesday,15,0,Mumbai Central,Northbound,0,233
2025-10-01 15:05:00,2025-10-01,Wednesday,15,5,Kandivali,Southbound,0,341
2025-10-01 15:05:00,2025-10-01,Wednesday,15,5,Mumbai Central,Southbound,0,247
2025-10-01 15:10:00,2025-10-01,Wednesday,15,10,Marine Lines,Southbound,0,277
2025-10-01 15:15:00,2025-10-01,Wednesday,15,15,Virar,Northbound,0,344
2025-10-01 15:20:00,2025-10-01,Wednesday,15,20,Dadar,Southbound,0,683
2025-10-01 15:40:00,2025-10-01,Wednesday,15,40,Grant Road,Northbound,0,281
2025-10-01 15:40:00,2025-10-01,Wednesday,15,40,Jogeshwari,Southbound,0,216
2025-10-01 15:45:00,2025-10-01,Wednesday,15,45,Jogeshwari,Southbound,0,224
2025-10-01 15:50:00,2025-10-01,Wednesday,15,50,Dahisar,Northbound,0,140
2025-10-01 16:10:00,2025-10-01,Wednesday,16,10,Mumbai Central,Southbound,0,303
2025-10-01 16:10:00,2025-10-01,Wednesday,16,10,Virar,Northbound,0,447
2025-10-01 16:15:00,2025-10-01,Wednesday,16,15,Marine Lines,Southbound,0,283
2025-10-01 16:15:00,2025-10-01,Wednesday,16,15,Mumbai Central,Northbound,0,335
2025-10-01 16:15:00,2025-10-01,Wednesday,16,15,Borivali,Northbound,0,676
2025-10-01 16:15:00,2025-10-01,Wednesday,16,15,Grant Road,Southbound,0,179
2025-10-01 16:20:00,2025-10-01,Wednesday,16,20,Malad,Southbound,0,437
2025-10-01 16:20:00,2025-10-01,Wednesday,16,20,Dadar,Southbound,0,492
2025-10-01 16:40:00,2025-10-01,Wednesday,16,40,Dahisar,Southbound,0,107
2025-10-01 16:50:00,2025-10-01,Wednesday,16,50,Marine Lines,Southbound,0,303
2025-10-01 16:50:00,2025-10-01,Wednesday,16,50,Dadar,Northbound,0,590
2025-10-01 17:05:00,2025-10-01,Wednesday,17,5,Kandivali,Northbound,1,1000
2025-10-01 17:05:00,2025-10-01,Wednesday,17,5,Bandra,Northbound,1,947
2025-10-01 17:10:00,2025-10-01,Wednesday,17,10,Charni Road,Northbound,1,565
2025-10-01 17:30:00,2025-10-01,Wednesday,17,30,Andheri,Northbound,1,1000
2025-10-01 17:40:00,2025-10-01,Wednesday,17,40,Mumbai Central,Southbound,1,1000
2025-10-01 17:45:00,2025-10-01,Wednesday,17,45,Malad,Southbound,1,755
2025-10-01 18:00:00,2025-10-01,Wednesday,18,0,Bandra,Northbound,1,1000
2025-10-01 18:00:00,2025-10-01,Wednesday,18,0,Churchgate,Northbound,1,1000
2025-10-01 18:05:00,2025-10-01,Wednesday,18,5,Marine Lines,Northbound,1,1000
2025-10-01 18:15:00,2025-10-01,Wednesday,18,15,Malad,Southbound,1,657
2025-10-01 18:20:00,2025-10-01,Wednesday,18,20,Charni Road,Southbound,1,710
2025-10-01 18:30:00,2025-10-01,Wednesday,18,30,Andheri,Northbound,1,1000
2025-10-01 18:40:00,2025-10-01,Wednesday,18,40,Dahisar,Southbound,1,873
2025-10-01 18:45:00,2025-10-01,Wednesday,18,45,Borivali,Northbound,1,1000
2025-10-01 18:45:00,2025-10-01,Wednesday,18,45,Borivali,Northbound,1,789
2025-10-01 18:45:00,2025-10-01,Wednesday,18,45,Churchgate,Southbound,1,679
2025-10-01 18:50:00,2025-10-01,Wednesday,18,50,Bandra,Northbound,1,1000
2025-10-01 18:50:00,2025-10-01,Wednesday,18,50,Jogeshwari,Southbound,1,777
2025-10-01 18:50:00,2025-10-01,Wednesday,18,50,Virar,Northbound,1,1000
2025-10-01 19:00:00,2025-10-01,Wednesday,19,0,Andheri,Southbound,1,924
2025-10-01 19:05:00,2025-10-01,Wednesday,19,5,Dadar,Southbound,1,1000
2025-10-01 19:30:00,2025-10-01,Wednesday,19,30,Charni Road,Southbound,1,926
2025-10-01 19:40:00,2025-10-01,Wednesday,19,40,Borivali,Southbound,1,1000
2025-10-01 19:45:00,2025-10-01,Wednesday,19,45,Virar,Southbound,1,868
2025-10-01 19:45:00,2025-10-01,Wednesday,19,45,Grant Road,Southbound,1,960
2025-10-01 20:15:00,2025-10-01,Wednesday,20,15,Bandra,Northbound,1,1000
2025-10-01 20:15:00,2025-10-01,Wednesday,20,15,Virar,Southbound,1,902
2025-10-01 20:20:00,2025-10-01,Wednesday,20,20,Borivali,Southbound,1,1000
2025-10-01 20:20:00,2025-10-01,Wednesday,20,20,Andheri,Northbound,1,1000
2025-10-01 20:40:00,2025-10-01,Wednesday,20,40,Bandra,Southbound,1,1000
2025-10-01 20:50:00,2025-10-01,Wednesday,20,50,Bandra,Northbound,1,1000
2025-10-01 20:50:00,2025-10-01,Wednesday,20,50,Mumbai Central,Southbound,1,772
2025-10-01 20:50:00,2025-10-01,Wednesday,20,50,Marine Lines,Northbound,1,1000
2025-10-01 21:00:00,2025-10-01,Wednesday,21,0,Marine Lines,Southbound,1,687
2025-10-01 21:05:00,2025-10-01,Wednesday,21,5,Dahisar,Northbound,1,597
2025-10-01 21:15:00,2025-10-01,Wednesday,21,15,Virar,Southbound,1,958
2025-10-01 21:30:00,2025-10-01,Wednesday,21,30,Grant Road,Southbound,1,863
2025-10-01 21:40:00,2025-10-01,Wednesday,21,40,Churchgate,Southbound,1,828
2025-10-01 22:00:00,2025-10-01,Wednesday,22,0,Borivali,Northbound,0,556
2025-10-01 22:00:00,2025-10-01,Wednesday,22,0,Kandivali,Southbound,0,455
2025-10-01 22:05:00,2025-10-01,Wednesday,22,5,Dadar,Southbound,0,560
2025-10-01 22:30:00,2025-10-01,Wednesday,22,30,Dahisar,Southbound,0,20
2025-10-01 22:30:00,2025-10-01,Wednesday,22,30,Dahisar,Northbound,0,267
2025-10-01 22:40:00,2025-10-01,Wednesday,22,40,Marine Lines,Northbound,0,148
2025-10-01 22:40:00,2025-10-01,Wednesday,22,40,Dadar,Northbound,0,723
2025-10-01 22:45:00,2025-10-01,Wednesday,22,45,Andheri,Southbound,0,622
2025-10-01 23:10:00,2025-10-01,Wednesday,23,10,Charni Road,Southbound,0,116
2025-10-01 23:10:00,2025-10-01,Wednesday,23,10,Bandra,Northbound,0,476
2025-10-01 23:20:00,2025-10-01,Wednesday,23,20,Churchgate,Northbound,0,300
2025-10-01 23:30:00,2025-10-01,Wednesday,23,30,Virar,Southbound,0,422
2025-10-01 23:50:00,2025-10-01,Wednesday,23,50,Grant Road,Southbound,0,273
2025-10-01 23:50:00,2025-10-01,Wednesday,23,50,Kandivali,Southbound,0,364
2025-10-02 04:00:00,2025-10-02,Thursday,4,0,Dadar,Northbound,0,610
2025-10-02 04:00:00,2025-10-02,Thursday,4,0,Jogeshwari,Southbound,0,201
2025-10-02 04:00:00,2025-10-02,Thursday,4,0,Charni Road,Southbound,0,182
2025-10-02 04:05:00,2025-10-02,Thursday,4,5,Andheri,Northbound,0,483
2025-10-02 04:05:00,2025-10-02,Thursday,4,5,Dadar,Southbound,0,527
2025-10-02 04:05:00,2025-10-02,Thursday,4,5,Borivali,Southbound,0,627
2025-10-02 04:20:00,2025-10-02,Thursday,4,20,Borivali,Southbound,0,664
2025-10-02 04:40:00,2025-10-02,Thursday,4,40,Grant Road,Southbound,0,164
2025-10-02 04:50:00,2025-10-02,Thursday,4,50,Borivali,Southbound,0,698
2025-10-02 05:00:00,2025-10-02,Thursday,5,0,Charni Road,Northbound,0,208
2025-10-02 05:20:00,2025-10-02,Thursday,5,20,Dadar,Southbound,0,402
2025-10-02 05:30:00,2025-10-02,Thursday,5,30,Marine Lines,Southbound,0,284
2025-10-02 05:40:00,2025-10-02,Thursday,5,40,Borivali,Southbound,0,653
2025-10-02 05:45:00,2025-10-02,Thursday,5,45,Mumbai Central,Southbound,0,248
2025-10-02 05:45:00,2025-10-02,Thursday,5,45,Dadar,Southbound,0,626
2025-10-02 05:50:00,2025-10-02,Thursday,5,50,Dahisar,Southbound,0,163
2025-10-02 06:00:00,2025-10-02,Thursday,6,0,Andheri,Southbound,0,476
2025-10-02 06:20:00,2025-10-02,Thursday,6,20,Jogeshwari,Southbound,0,280
2025-10-02 06:20:00,2025-10-02,Thursday,6,20,Borivali,Southbound,0,575
2025-10-02 06:45:00,2025-10-02,Thursday,6,45,Mumbai Central,Northbound,0,163
2025-10-02 06:50:00,2025-10-02,Thursday,6,50,Churchgate,Northbound,0,471
2025-10-02 07:50:00,2025-10-02,Thursday,7,50,Virar,Southbound,1,666
2025-10-02 08:00:00,2025-10-02,Thursday,8,0,Mumbai Central,Southbound,1,801
2025-10-02 08:05:00,2025-10-02,Thursday,8,5,Jogeshwari,Southbound,1,749
2025-10-02 08:10:00,2025-10-02,Thursday,8,10,Borivali,Northbound,1,1000
2025-10-02 08:10:00,2025-10-02,Thursday,8,10,Dadar,Southbound,1,767
2025-10-02 08:20:00,2025-10-02,Thursday,8,20,Malad,Northbound,1,766
2025-10-02 08:20:00,2025-10-02,Thursday,8,20,Charni Road,Southbound,1,671
2025-10-02 08:30:00,2025-10-02,Thursday,8,30,Malad,Southbound,1,878
2025-10-02 08:40:00,2025-10-02,Thursday,8,40,Mumbai Central,Southbound,1,650
2025-10-02 08:45:00,2025-10-02,Thursday,8,45,Churchgate,Southbound,1,913
2025-10-02 08:50:00,2025-10-02,Thursday,8,50,Dahisar,Southbound,1,600
2025-10-02 09:00:00,2025-10-02,Thursday,9,0,Charni Road,Northbound,1,614
2025-10-02 09:05:00,2025-10-02,Thursday,9,5,Jogeshwari,Northbound,1,696
2025-10-02 09:15:00,2025-10-02,Thursday,9,15,Grant Road,Northbound,1,668
2025-10-02 09:20:00,2025-10-02,Thursday,9,20,Virar,Northbound,1,980
2025-10-02 09:30:00,2025-10-02,Thursday,9,30,Dahisar,Southbound,1,726
2025-10-02 09:30:00,2025-10-02,Thursday,9,30,Bandra,Southbound,1,953
2025-10-02 09:30:00,2025-10-02,Thursday,9,30,Malad,Northbound,1,1000
2025-10-02 09:40:00,2025-10-02,Thursday,9,40,Borivali,Southbound,1,1000
2025-10-02 09:40:00,2025-10-02,Thursday,9,40,Mumbai Central,Northbound,1,721
2025-10-02 09:50:00,2025-10-02,Thursday,9,50,Dadar,Southbound,1,1000
2025-10-02 10:00:00,2025-10-02,Thursday,10,0,Dadar,Southbound,1,1000
2025-10-02 10:05:00,2025-10-02,Thursday,10,5,Dadar,Northbound,1,1000
2025-10-02 10:05:00,2025-10-02,Thursday,10,5,Borivali,Northbound,1,1000
2025-10-02 10:10:00,2025-10-02,Thursday,10,10,Grant Road,Northbound,1,536
2025-10-02 10:20:00,2025-10-02,Thursday,10,20,Dadar,Northbound,1,1000
2025-10-02 10:20:00,2025-10-02,Thursday,10,20,Borivali,Northbound,1,1000
2025-10-02 10:45:00,2025-10-02,Thursday,10,45,Marine Lines,Northbound,1,646
2025-10-02 10:50:00,2025-10-02,Thursday,10,50,Jogeshwari,Northbound,1,537
2025-10-02 11:20:00,2025-10-02,Thursday,11,20,Marine Lines,Northbound,0,213
2025-10-02 11:20:00,2025-10-02,Thursday,11,20,Andheri,Northbound,0,553
2025-10-02 11:20:00,2025-10-02,Thursday,11,20,Churchgate,Southbound,0,355
2025-10-02 11:30:00,2025-10-02,Thursday,11,30,Mumbai Central,Southbound,0,214
2025-10-02 11:40:00,2025-10-02,Thursday,11,40,Borivali,Northbound,0,424
2025-10-02 11:45:00,2025-10-02,Thursday,11,45,Borivali,Southbound,0,551
2025-10-02 11:50:00,2025-10-02,Thursday,11,50,Jogeshwari,Southbound,0,103
2025-10-02 12:40:00,2025-10-02,Thursday,12,40,Grant Road,Southbound,0,176
2025-10-02 12:40:00,2025-10-02,Thursday,12,40,Kandivali,Southbound,0,478
2025-10-02 13:00:00,2025-10-02,Thursday,13,0,Churchgate,Northbound,0,395
2025-10-02 13:00:00,2025-10-02,Thursday,13,0,Virar,Southbound,0,521
2025-10-02 13:05:00,2025-10-02,Thursday,13,5,Churchgate,Southbound,0,392
2025-10-02 13:05:00,2025-10-02,Thursday,13,5,Andheri,Southbound,0,776
2025-10-02 13:15:00,2025-10-02,Thursday,13,15,Dahisar,Southbound,0,164
2025-10-02 13:20:00,2025-10-02,Thursday,13,20,Kandivali,Northbound,0,416
2025-10-02 13:30:00,2025-10-02,Thursday,13,30,Dahisar,Southbound,0,115
2025-10-02 13:45:00,2025-10-02,Thursday,13,45,Andheri,Southbound,0,485
2025-10-02 13:45:00,2025-10-02,Thursday,13,45,Malad,Northbound,0,405
2025-10-02 14:05:00,2025-10-02,Thursday,14,5,Borivali,Southbound,0,539
2025-10-02 14:20:00,2025-10-02,Thursday,14,20,Dahisar,Southbound,0,210
2025-10-02 14:40:00,2025-10-02,Thursday,14,40,Charni Road,Southbound,0,281
2025-10-02 14:45:00,2025-10-02,Thursday,14,45,Bandra,Northbound,0,682
2025-10-02 14:45:00,2025-10-02,Thursday,14,45,Borivali,Northbound,0,475
2025-10-02 14:45:00,2025-10-02,Thursday,14,45,Charni Road,Southbound,0,299
2025-10-02 14:50:00,2025-10-02,Thursday,14,50,Bandra,Northbound,0,694
2025-10-02 15:00:00,2025-10-02,Thursday,15,0,Charni Road,Southbound,0,167
2025-10-02 15:50:00,2025-10-02,Thursday,15,50,Dadar,Southbound,0,655
2025-10-02 15:50:00,2025-10-02,Thursday,15,50,Grant Road,Southbound,0,248
2025-10-02 15:50:00,2025-10-02,Thursday,15,50,Bandra,Northbound,0,576
2025-10-02 16:00:00,2025-10-02,Thursday,16,0,Bandra,Northbound,0,538
2025-10-02 16:05:00,2025-10-02,Thursday,16,5,Dahisar,Southbound,0,176
2025-10-02 16:30:00,2025-10-02,Thursday,16,30,Bandra,Northbound,0,531
2025-10-02 16:45:00,2025-10-02,Thursday,16,45,Churchgate,Southbound,0,549
2025-10-02 16:50:00,2025-10-02,Thursday,16,50,Marine Lines,Northbound,0,189
2025-10-02 17:05:00,2025-10-02,Thursday,17,5,Jogeshwari,Southbound,1,579
2025-10-02 17:20:00,2025-10-02,Thursday,17,20,Charni Road,Southbound,1,837
2025-10-02 17:20:00,2025-10-02,Thursday,17,20,Jogeshwari,Southbound,1,685
2025-10-02 17:40:00,2025-10-02,Thursday,17,40,Kandivali,Southbound,1,1000
2025-10-02 17:50:00,2025-10-02,Thursday,17,50,Churchgate,Southbound,1,827
2025-10-02 18:05:00,2025-10-02,Thursday,18,5,Mumbai Central,Northbound,1,821
2025-10-02 18:15:00,2025-10-02,Thursday,18,15,Virar,Southbound,1,1000
2025-10-02 18:15:00,2025-10-02,Thursday,18,15,Mumbai Central,Southbound,1,608
2025-10-02 18:15:00,2025-10-02,Thursday,18,15,Borivali,Northbound,1,1000
2025-10-02 18:20:00,2025-10-02,Thursday,18,20,Churchgate,Southbound,1,932
2025-10-02 18:20:00,2025-10-02,Thursday,18,20,Dahisar,Southbound,1,892
2025-10-02 18:20:00,2025-10-02,Thursday,18,20,Jogeshwari,Southbound,1,762
2025-10-02 18:50:00,2025-10-02,Thursday,18,50,Grant Road,Northbound,1,940
2025-10-02 19:00:00,2025-10-02,Thursday,19,0,Grant Road,Northbound,1,779
2025-10-02 19:10:00,2025-10-02,Thursday,19,10,Virar,Northbound,1,634
2025-10-02 19:40:00,2025-10-02,Thursday,19,40,Jogeshwari,Southbound,1,537
2025-10-02 19:50:00,2025-10-02,Thursday,19,50,Mumbai Central,Northbound,1,791
2025-10-02 20:00:00,2025-10-02,Thursday,20,0,Jogeshwari,Southbound,1,492
2025-10-02 20:05:00,2025-10-02,Thursday,20,5,Charni Road,Northbound,1,623
2025-10-02 20:10:00,2025-10-02,Thursday,20,10,Bandra,Southbound,1,1000
2025-10-02 20:10:00,2025-10-02,Thursday,20,10,Andheri,Southbound,1,1000
2025-10-02 20:20:00,2025-10-02,Thursday,20,20,Charni Road,Southbound,1,776
2025-10-02 20:40:00,2025-10-02,Thursday,20,40,Marine Lines,Northbound,1,817
2025-10-02 20:45:00,2025-10-02,Thursday,20,45,Charni Road,Northbound,1,831
2025-10-02 21:05:00,2025-10-02,Thursday,21,5,Mumbai Central,Southbound,1,956
2025-10-02 21:10:00,2025-10-02,Thursday,21,10,Dahisar,Northbound,1,889
2025-10-02 21:10:00,2025-10-02,Thursday,21,10,Jogeshwari,Northbound,1,534
2025-10-02 21:20:00,2025-10-02,Thursday,21,20,Andheri,Southbound,1,945
2025-10-02 21:30:00,2025-10-02,Thursday,21,30,Grant Road,Northbound,1,817
2025-10-02 22:05:00,2025-10-02,Thursday,22,5,Mumbai Central,Southbound,0,237
2025-10-02 22:05:00,2025-10-02,Thursday,22,5,Dadar,Southbound,0,682
2025-10-02 22:20:00,2025-10-02,Thursday,22,20,Borivali,Southbound,0,673
2025-10-02 22:45:00,2025-10-02,Thursday,22,45,Dahisar,Northbound,0,144
2025-10-02 23:40:00,2025-10-02,Thursday,23,40,Marine Lines,Southbound,0,203
2025-10-02 23:40:00,2025-10-02,Thursday,23,40,Marine Lines,Southbound,0,303
2025-10-02 23:50:00,2025-10-02,Thursday,23,50,Bandra,Southbound,0,669
2025-10-03 04:00:00,2025-10-03,Friday,4,0,Malad,Southbound,0,401
2025-10-03 04:10:00,2025-10-03,Friday,4,10,Grant Road,Southbound,0,275
2025-10-03 04:15:00,2025-10-03,Friday,4,15,Marine Lines,Southbound,0,221
2025-10-03 04:20:00,2025-10-03,Friday,4,20,Kandivali,Northbound,0,447
2025-10-03 04:20:00,2025-10-03,Friday,4,20,Mumbai Central,Northbound,0,227
2025-10-03 04:20:00,2025-10-03,Friday,4,20,Dadar,Southbound,0,523
2025-10-03 04:30:00,2025-10-03,Friday,4,30,Virar,Southbound,0,376
2025-10-03 05:00:00,2025-10-03,Friday,5,0,Kandivali,Southbound,0,408
2025-10-03 05:05:00,2025-10-03,Friday,5,5,Churchgate,Southbound,0,258
2025-10-03 05:10:00,2025-10-03,Friday,5,10,Andheri,Northbound,0,607
2025-10-03 05:10:00,2025-10-03,Friday,5,10,Grant Road,Southbound,0,286
2025-10-03 05:10:00,2025-10-03,Friday,5,10,Dadar,Southbound,0,419
2025-10-03 05:15:00,2025-10-03,Friday,5,15,Charni Road,Northbound,0,145
2025-10-03 05:30:00,2025-10-03,Friday,5,30,Borivali,Northbound,0,536
2025-10-03 05:30:00,2025-10-03,Friday,5,30,Borivali,Southbound,0,563
2025-10-03 05:40:00,2025-10-03,Friday,5,40,Andheri,Southbound,0,636
2025-10-03 05:45:00,2025-10-03,Friday,5,45,Dahisar,Southbound,0,130
2025-10-03 05:50:00,2025-10-03,Friday,5,50,Bandra,Northbound,0,442
2025-10-03 06:00:00,2025-10-03,Friday,6,0,Grant Road,Southbound,0,156
2025-10-03 06:00:00,2025-10-03,Friday,6,0,Malad,Northbound,0,378
2025-10-03 06:00:00,2025-10-03,Friday,6,0,Borivali,Southbound,0,595
2025-10-03 06:05:00,2025-10-03,Friday,6,5,Churchgate,Southbound,0,465
2025-10-03 06:15:00,2025-10-03,Friday,6,15,Kandivali,Northbound,0,383
2025-10-03 06:20:00,2025-10-03,Friday,6,20,Dadar,Northbound,0,509
2025-10-03 06:40:00,2025-10-03,Friday,6,40,Virar,Northbound,0,396
2025-10-03 06:40:00,2025-10-03,Friday,6,40,Borivali,Northbound,0,462
2025-10-03 06:45:00,2025-10-03,Friday,6,45,Virar,Southbound,0,417
2025-10-03 06:45:00,2025-10-03,Friday,6,45,Dadar,Southbound,0,596
2025-10-03 07:30:00,2025-10-03,Friday,7,30,Jogeshwari,Northbound,1,698
2025-10-03 07:40:00,2025-10-03,Friday,7,40,Marine Lines,Northbound,1,717
2025-10-03 08:00:00,2025-10-03,Friday,8,0,Borivali,Southbound,1,945
2025-10-03 08:00:00,2025-10-03,Friday,8,0,Andheri,Northbound,1,1000
2025-10-03 08:40:00,2025-10-03,Friday,8,40,Malad,Southbound,1,872
2025-10-03 08:40:00,2025-10-03,Friday,8,40,Malad,Southbound,1,814
2025-10-03 09:45:00,2025-10-03,Friday,9,45,Malad,Southbound,1,928
2025-10-03 09:45:00,2025-10-03,Friday,9,45,Dahisar,Northbound,1,820
2025-10-03 10:00:00,2025-10-03,Friday,10,0,Charni Road,Southbound,1,785
2025-10-03 10:05:00,2025-10-03,Friday,10,5,Marine Lines,Southbound,1,544
2025-10-03 10:15:00,2025-10-03,Friday,10,15,Churchgate,Southbound,1,1000
2025-10-03 10:20:00,2025-10-03,Friday,10,20,Bandra,Southbound,1,965
